cv_index,best_posting_index,similarity_score,cv_text,posting_text
28,64500,0.9995273623058454,"Dedicated computer science student with a strong command of Python and proficiency in Visual Studio Code, seeking a role as an entry-level software developer at Amazon. Eager to bring my ability to develop, test, and maintain software to a dynamic team that values innovation.","Job Title: Senior .NET Developer
Location: Houston, TX 77041 - Hybrid
We are seeking a highly skilled and experienced Senior .NET Developer to join our dynamic team. In this role, you will be responsible for developing cutting-edge applications using Angular, C#.NET Core, and Microsoft SQL Server. Your expertise will play a critical role in shaping the architecture of our projects, ensuring scalability, maintainability, and robustness. If you thrive in a collaborative environment, are passionate about software development, and have a knack for solving complex technical challenges, we'd like to hear from you.
Responsibilities:Application Development: Develop robust and high-performance applications using Angular, C#.NET Core, and Microsoft SQL Server, adhering to industry best practices and coding standards.Architectural Design: Collaborate with cross-functional teams to design and implement scalable, maintainable, and efficient architectural solutions that meet project requirements and align with company objectives.Version Control: Utilize GitHub for version control, ensuring that codebase changes are well-documented, organized, and accessible for collaboration with team members.Deployment: Deploy applications on Azure-based infrastructure, leveraging Kubernetes for efficient container orchestration. Monitor and maintain deployed applications, ensuring optimal performance, security, and availability.Code Reviews: Participate in code reviews to maintain code quality, identify potential issues, and mentor junior developers to improve their skills.Problem Solving: Analyze and resolve complex technical issues, identifying root causes and implementing effective solutions to maintain the integrity of the software.Documentation: Create and maintain comprehensive technical documentation, including system architecture diagrams, code comments, and user guides.Continuous Learning: Stay up-to-date with industry trends, emerging technologies, and best practices to contribute to the innovation and improvement of our development processes.
Requirements:Bachelor's degree in Computer Science, Information Technology, or a related field (Master's degree preferred).Proven experience as a Senior .NET Developer, with a strong portfolio of successful projects.Proficiency in Angular, C#.NET Core, and Microsoft SQL Server.Solid understanding of software architecture and design principles.Experience with GitHub or other version control systems.Familiarity with cloud-based infrastructure, particularly Azure.Expertise in container orchestration with Kubernetes is a plus.Strong problem-solving skills and the ability to work effectively in a team.Excellent communication skills and the ability to convey complex technical concepts to non-technical stakeholders.Continuous learning mindset and a commitment to staying updated with evolving technologies.
If you are passionate about creating innovative software solutions, possess a strong technical acumen, and are eager to contribute to the team's success, we encourage you to apply for this Senior .NET Developer position in Houston, TX location!
#10065"
29,37118,0.998840585404039,I would like to introduce myself as an applicant for the data scientist role. I have gathered an well informed amount of experience from my coursework and I feel that I can perform and produce results in an work environment if given the opportunity.,"Description

Summary:

With minimum supervision, Technologist will competently operate in two or more modalities within an Imaging department. This can include MRI, CT, Ultrasound, Specials, Nuclear Medicine, PACS, and Mammography to produce accurate Diagnostic examinations and possible Interventional procedure. Performs a variety of technical procedures that will require independent judgment and responsible for designated areas or procedures as required.

Responsibilities

 Meets expectations of the applicable OneCHRISTUS Competencies: Leader of Self, Leader of Others, or Leader of Leaders. Demonstrates competency in a variety of diagnostic procedures in more than one (1) modality. Upon completion of procedures, the technologist programs the computer to assure completion of exam and all scan data is correctly stored on an optical disc for future reference. Coordinates and prioritizes procedures during the workday to maintain a high level of patient care and continuity. Ensures all charges are correctly coded and entered in the billing system. Demonstrates competence with all age specific groups to ensure proper completion of studies. Ensures compliance with all policies, procedures and standards as outlined by State and Federal agencies, the hospital and other regulatory entities. Performs all duties in a manner that protects the confidentiality of patients and does not solicit or disclose any confidential information. Demonstrates adherence to the Core values of CHRISTUS Health Performs other duties as assigned.

Requirements

Graduate of an accredited school of Radiology Technology or other accepted and approved equivalent required ARRT, RT (R), or other qualified Registries per scope of practice. Must be Registered or Registry-eligible in secondary modality and complete the requirements to become registered within two years of performing the secondary modality. Minimum of one (1) year of experience in a hospital or Clinical setting preferred Three (3) years’ experience in a clinical Imaging setting is highly preferred Registered by the (ARRT) American Registry of Radiologic Technology Current state Licensure required Current BLS (American Heart Association) required 

Work Schedule

TBD

Work Type

Per Diem As Needed

We now have RECRUITER ON DEMAND to enhance your candidate experience.

If you want to talk to a recruiter NOW and it’s Monday-Thursday 9:00am to 3:00pm, please click the link below! We would love to tell you more about this position.

Microsoft Teams meeting

Join on your computer, mobile app or room device

Click here to join the meeting

Meeting ID: 217 337 565 548

Passcode: KZCafQ

Download Teams | Join on the web

EEO is the law - click below for more information: 

https://www.eeoc.gov/sites/default/files/2023-06/22-088_EEOC_KnowYourRights6.12ScreenRdr.pdf

We endeavor to make this site accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at (844) 257-6925."
30,84971,0.998916242335017,"To obtain a position where Teamwork, Integrity and Professionalism are a high standard in the Company's Mission Statement. All while engaging in new challenges and learning experiences.","Physician - Maternal Fetal Medicine (Accepting MFM fellowship)

""NOW OFFERING $50K SIGN-ON BONUS!!""

Location: Decatur, GA

Job Type: Full-time

New graduate: ""Accepting new MFM fellowship graduate applicants""

License/Certification

Board Certified or Board Eligible (0-5 years from residency) in OB/GYN (REQUIRED)Board Certified or Board Eligible (0-5 years from residency) in Maternal Fetal Medicine subspecialty (REQUIRED)Fellowship-trained in MFM (to be completed prior to start) (REQUIRED)GA license (or willing to obtain) (REQUIRED)

Benefits: All standard benefits are available!!

"
31,103690,0.9991221331018223,I am currently looking for an opportunity as a Data Science or Machine Learning Engineer.,"Managed or coached in Data Science & ML projects, Agile, DSML ( Data Science and Machine Learning)"
32,333,0.9993767415761794,Recently graduated fresher experienced in Machine Learning and Natural Language Processing looking for roles that involve projects in the same.,"Company DescriptionOTB English offers business English classes and presentation workshops with a team of American language coaches. Our aim is to give students confidence and natural language to perform in the most crucial of business situations. We provide a dynamic learning environment that pushes our students to achieve greatness in English.
Role DescriptionThis is a remote unpaid internship role for an Artificial Intelligence Engineer specializing in voice-activated chatbot development. The AI Engineer will be responsible for creating and implementing models for natural language processing (NLP) systems with a specific focus on voice recognition. The role involves software development, working extensively with neural networks, and close collaboration with other team members.
QualificationsStrong understanding of computer science and software developmentExperience working with neural networks to develop NLP systemsExperience in working with voice recognition and voice synthesis projectsExpertise in pattern recognition and machine learning algorithmsRecent Computer Science or related field students (or current graduates) are preferred
Relevant Skills:
Strong programming skills in Python or other relevant programming languagesDemonstrated experience in building and implementing machine learning modelsProficiency in natural language processing (NLP) and related techniquesExcellent problem-solving and analytical skillsAbility to work independently and remotely
Please NoticeThis is an unpaid, part-time internship with flexible hours, ranging between 5 - 20 hours per week. As a startup in its early stages, we are unable to offer upfront salary. However, there is potential for equity compensation and stipends once we have successfully demonstrated our product and secured funding. We value the contributions of our interns and are committed to creating a rewarding learning experience."
33,81373,0.9981346479349962,I desire to work for a company that provides career advancement opportunities in a friendly environment. I would like to develop skills that make me proficient in my job and an asset to the company. I have a varied skill set and enjoy learning new techniques.,"Description

The Learning Trainer works with Operations Managers, Area Managers, Production Assistants and Associates. The Learning Trainer is responsible for the execution of associate onboarding programs, providing a welcoming, exciting, and engaging new hire experience. The Learning Trainer constantly improves the long-term capabilities of the area to which they are assigned.

The ideal candidate will measure production quality and quantity and applies learning tools to improve both. The Learning Trainer maintains expert-level knowledge in at least two production departments; evaluates and improves processes within work areas; refines learning tools and techniques across the FC. Aids in measuring the effectiveness of learning; measures the impact of development efforts; improves Associates' job-related skills; develops, maintains and applies learning tools to encourage Associate development.

Supports the updating of SOPs and SOP certification of Associates and managers;

assists in driving success of peak and non-peak training plans.

Interested candidates should demonstrate the following competencies

 Excellent communication skills Comfortable speaking in front of a group and one-on-one Able to give and receive feedback effectively Drives learning success by checking for understanding (able to recognize when a group or individual is lost and needs more attention) Ability to follow up Always meets time commitments and deadlines, is goal oriented Provides Leadership with insights and progress updates Proven people skills – ability to work well with others Works hard for the success of others, constantly remains “customer obsessed” Demonstrates a positive “can do” demeanor and has fun and gains energy from working with others Is an active listener Is a technical expert Demonstrated ability to consistently function at 100% of expectations Understands upstream and downstream impacts Is able to use resources to expand knowledge and can answer tough questions

Key job responsibilities

Lead training and/or start of shift meetings for a group of 20+ Associates. Maintain expert-level knowledge in at least two production departments; evaluate and improve processes within work areas; refine learning tools and techniques across the FC. Assist in measuring the effectiveness of training; develop, maintain, and apply learning to encourage Associate development. Drive operational mechanisms to ensure an exceptional and reliable onboarding experience. Execute a consistent, best-in-class new hire experience in a rapid and complex changing work environment. Use a hands- on-approach to facilitate Associate onboarding curriculum that engages and excites newly hired employees in a welcoming and supportive environment. Support the updating of SOPs and SOP certification of Associates and managers. Giving and receiving effective feedback.

We are open to hiring candidates to work out of one of the following locations:

Carlisle, PA, USA

Basic Qualifications

 High school or equivalent Proficiency with Microsoft Office (Excel, Word, PowerPoint) and Outlook

Preferred Qualifications

 Prior training, teaching or presentation experience Willingness to work different shifts Shift hours for this position may be different from the standard production shifts Willingness to work in different areas as required by training needs Excellent attendance Candidates must be very organized and able to handle multiple and changing projects/priorities Willingness to participate in and support the Operational Excellence initiatives

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2617029"
34,63251,0.9982259329726779,"I am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where I can apply my knowledge and skills for continuous improvement.","Overview

The Company

Hearts & Science has been inspired by confident marketers seeking business advantage in a world of personalized digital marketing, where CRM and addressable channels converge, and decisions must be made in real time to aggregate effective reach and deliver the right message at the right time.

Designed to inform brand strategies with real-time insights, Hearts & Science is a data-driven marketing agency with expert media planning and buying capabilities, among other services that include shopper marketing, marketing innovation and content activation.

Associate Director, Marketing Science

As an Associate Director on the Marketing Science team, you will develop actionable insights through quantitative analysis, innovative thinking, and your industry knowledge to be a key contributor to tactical and strategic efforts. You will use your strong analytic and technical knowledge to evolve campaign and strategic deliverables that meet our client’s business needs. You will be expected to be able to manage both people and processes across multiple Marketing Science functions.

Qualifications

5+ years of experience: Preferably in media & marketing analytics.Analytic Capabilities: Ability to think logically and use quantitative techniques to solve problems such as campaign analysis, optimization, data management, data operations and/or predictive modeling.Strong proficiency with MS Excel, and PowerPointAd-serving and web analytics tools (Google CM, DV360, IAS/DV, Facebook Advanced Analytics, Google ADH, Google Analytics, Adobe, etc.)Behavioral data sources and identity resolution (Acxiom, Experian, Clickstream, Location, Liveramp)Syndicated research sources/tools (Gfk, MRI, Simmons, Scarborough, IMS, Nielsen, comScore)Experience setting up experiments and lift studies (conversion lift, brand lift, etc.)Experience with MMM (in particular, interpreting results)Data visualization tools such as Tableau, Datorama, AlteryxAdvanced analytics software package: SQL, R, Python or other


Responsibilities

Client Relationship Management: gain client’s trust through insightful and reliable work outputPresent findings/insights as well as methodology/data approaches reliably to clients through a variety of different presentation opportunities.Team Operations: carry out day-to-day measurement and analytics function. Project and people management experience needed.Cross-functional Collaboration - work with planning, investment, and operations teams to carry out reporting and measurement processes and ground strategy in insights and learnngs. Insights: Develop actionable insights through quantitative analysis, innovative thinking, and industry knowledge to be a key contributor to tactical and strategic effortsReporting & Optimization: Oversee the development and maintenance of a reporting dashboard and direct optimization initiatives. Oversee automation and improve processes for efficienciesBenchmarks & Goals: Set benchmarks and targets based on historical campaign data.Measurement: Develop a breadth of knowledge measurement strategy, frameworks, and technology (MMM/MTA).Data Quality: Be accountable for the maintenance and QA of data systems and processes used for reporting and ongoing data analysis.Coach and develop direct reports


Compensation Range: $75,000 - $130,000 annually. This is the pay range the Company believes it will pay for this position at the time of this posting. Consistent with applicable law, compensation will be determined based on relevant experience, other job-related qualifications/skills, and geographic location (to account for comparative cost of living). The Company reserves the right to modify this pay range at any time. For this role, Benefits include: health/vision/dental insurance, 401(k), Healthcare Flexible Spending Account, Dependence Care Flexible Spending Account, vacation, sick, personal days, paid parental leave, and paid medical leave, STD/LTD insurance benefits.

Hearts & Science is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class."
35,13472,0.9992544776902125,Collaborative computer science graduate. Eager to secure an internship using my experience with natural language processing and building web apps for non-technical users to further the mission of Coursera in democratizing education across the world.,"VISA SPONSORSHIP IS NOT AVAILABLE. The candidate will work in PST time zone only Our large, Fortune Technology client is ranked as one of the best companies to work with, in the world. As a global leader in 3D design, engineering, and entertainment software, they foster progressive culture, creativity, and a flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader.
Looking for ServiceNow platform developer with ServiceNow certification and extensive java scripting experience8 years in IT, 2 years as software engineer in web technologies using JavaScript. Expertise in at least two of these languages: Java, Python, JavaScript. Extensive java scripting experienceExperience with frameworks such as Angular and HTML. 5+ years of experience working on ServiceNow platform. Must have ServiceNow certification1+ year of experience administering and/or developing ServiceNow. Experience with ITIL processes and ITSM tool platforms. knowledge of Linux operating systems and RDBMS systems. Ability to participate in 7/24 on-call rotation to respond to and resolve critical application issues. Expertise using source code repositories (Git) and CD/CI tools (Jenkins) Python. ITIL cert. Day-to-Day You will be working closely with several operations and development teams to integrate tools and automate workflows to effectively manage our infrastructure and services. Your experience with multiple coding languages, application frameworks/platforms, Lean and ITIL processes and general system design are key ingredients to your success.B.S in computer science"
36,50921,0.999553549714625,"I am looking for an opportunity to work as a Data Scientist. Possessing right and accurate skills at collecting, analyzing, interpreting large datasets and performing data management tasks. Under the guidance of company's professionals I can contribute to company's success using my extensive analytical skills.","Job Title: Sr. Data Engineer Location: Remote Job Type: Contract Duration: 5 months Pay rate: $70.00 - $80.00/hr., W-2 
****Must currently reside and work out of one of the following states: AZ CO FL IL MI MO NC OR TX WI to work in EST time zones****
**No C2C or 1099 I/C available, must work our W-2**
**Must be authorized to work in the U.S** 
Required Skills:1. Extensive knowledge of Data Management, Data Governance, Data quality activities, tools, and frameworks, with experience reporting on large amounts of data while understanding the importance of meeting deliverables.2. Experience implementing and using data management tools such as data quality, and business/technical metadata catalogs, with strong experience implementing master data management tools and processes.3. Demonstrated experience with master data management projects, preferably company or person disambiguation.4. Ability to create datasets from a variety of disparate sources to further data governance initiatives and processes.5. Demonstrated experience in performing data mining on large datasets to supplement data governance quality improvement initiatives.6. Strong experience of SQL and Python, relational and non-relational databases, database structures, and unstructured databases, and preferably graph and other NoSQL databases.7. Strong understanding of data quality frameworks within data lifecycle management.8. Demonstrated experience driving data quality initiatives and resolution.9. Demonstrated experience with process improvement, workflow, benchmarking and / or evaluation of business processes.10. Ability to write various documents such as functional requirements, data quality rules, and policy definitions.
The following benefits are offered for this position: medical, dental, & vision insurance, short-term disability, life and AD&D insurance, and a 401(k) retirement plan."
37,62867,0.996231677221038,"looking for an opportunity as an engineer or related position which offers key participation, team-oriented tasks, immediate challenges and career opportunities in a reputed organization which will help me deliver my best and upgrade my skills in engineering and meet the demands of the organization. To utilize my technical skills for achieving the target and developing the best performance in the organization. I would like to implement my innovative ideas, skills and creativity for accomplishing projects.","EXCITING OPPORTUNITY ALERT!Are you ready to be the heartbeat of our dynamic company? Do you have a passion for fostering positive workplace environments and ensuring that employees are supported in reaching their full potential? If so, we've got the perfect role for you! We're on the hunt for a vibrant and experienced Human Resource Manager to join client’s team and help drive them to even greater heights!
ABOUT COMPANYThey are not just a company, they are a family. Dedicated to pushing boundaries, fostering innovation, and creating a workplace where everyone feels valued and inspired to do their best work. With a focus on collaboration and growth, they’re shaping the future and making a real impact in the world.
OVERVIEWAs our HR Manager / Assistant to CEO, you'll be the driving force behind our people-centric approach. You'll be responsible for crafting and executing human resource strategies that align with our business objectives, while also serving as the vital link between our employees and executives. From recruitment and performance management to ensuring compliance with labor laws, you'll wear many hats and play a pivotal role in shaping our company culture.
Direct Hire  Onsite in Adairsville 5 days a week  Excellent salary and benefits - $100k range +/- Excellent company culture
 RESPONSIBILITIES:Plan and execute human resource strategies to support business objectives.Act as a communication link between executives and employees, addressing concerns and grievances.Enhance employee human capital to meet present and future business needs.Foster a collaborative, impartial, and positive working environment.Establish performance appraisal systems and manage regulated pay plans and benefit programs.Conduct and oversee training sessions, providing necessary training supplies.Evaluate employee performance and make impartial judgments based on HR metrics.Oversee bi-monthly payroll processes.Ensure clear job descriptions for each position.Stay up-to-date on discrimination laws and labor laws.Periodically travel to the warehouse if neededAssist the CEO with tasks as directed.
 QUALIFICATIONS:Bachelor degree a plus not a must4+ Human resources experience as a generalist preferredKnowledgeable in labor laws, HR practices, and human resource management.Strong leadership skills with the ability to develop and implement effective strategies.Effective negotiation skills and the ability to make impartial judgments based on HR metrics.Strong interpersonal skills for building professional relationships across different levels.Ability to handle potential and actual employee-related legal matters and arbitration.Bilingual is a plus.
If you are a strategic HR professional with excellent communication and leadership skills, ready to contribute to a positive work culture and support business growth, we encourage you to apply. Join their team and play a key role in shaping a workforce for success!  Send resume for consideration to chrc511@kellyservices.com"
38,48269,0.9990676340310163,Business Analyst and a data engineer. I believe that data has the highest power when it comes to making informative decisions about business and therefore my objective is to always make sense from what a dataset is trying to convey.,"Role: Data Cloud Administrator with Microsoft FabricLocation: Fort Lauderdale, FL
Job Details:Must Have Skills:• Azure/GCP Data Cloud Administrator• CI/CD - Azure DevOps (Provisioning, Monitoring, Reporting, Costs management) • Microsoft Fabric
Detailed Job Description:• Azure/GCP Data Cloud Administrator• CI/CD - Azure DevOps (Provisioning, Monitoring, Reporting, Costs management) • Microsoft Fabric"
39,22300,0.9982220730730718,"Graduate analyst currently working as business analyst consultant. As an individual, I always try to overcome problems in the most analytical manner. I want to work on Machine Learning application problems that deal with real life scenarios.","Job Description: Machine Learning Operations (MLOps) Engineer
Position Overview: As a Machine Learning Operations (MLOps) Engineer, you will be responsible for overseeing the operational aspects of machine learning systems. Your role will involve managing, automating, and optimizing ML systems to enhance our data-driven initiatives. You will ensure the smooth deployment, monitoring, and maintenance of machine learning and advanced analytics models, directly impacting our operational efficiency and decision-making processes.
Major Tasks, Responsibilities, and Key Accountabilities:Stay updated with the latest MLOps methodologies, tools, and practices, continuously seeking ways to improve existing processes.Collaborate closely with data scientists and other stakeholders to operationalize data products, facilitating a smooth transition from development to production.Implement and manage continuous integration/continuous delivery practices for machine learning systems, ensuring reliable and frequent updates to models.Design and maintain ML system pipelines, with a focus on automation, scaling, and efficient model deployment.Monitor ML systems for performance and accuracy, fine-tuning models for optimal operation.Manage cloud-based ML environments, utilizing platforms such as Databricks and Azure DevOps for optimal ML model hosting and execution.
Nature and Scope:Demonstrate proficiency in data analysis techniques, resolving missing/incomplete information and anomalies in complex research/data.Work independently, receiving guidance only on unusual or complex problems.Periodically review output by a supervisor and/or direct customers of the process.Provide general guidance or training to junior level support or professional personnel.
Work Environment:Comfortable indoor working environment with infrequent unpleasant conditions.Mostly sedentary work with frequent opportunities to move about. Occasional need to move or lift light articles.Overnight travel required less than 10% of the time.
Education and Experience:Bachelor's degree (BS/BA) in a related discipline.Generally 2-5 years of experience in a related field with a Bachelor's degree, or 2-4 years of experience with a Master's degree.Azure MLOps ExperiencePythonDevOpsGitCertification may be required in some areas."
40,42268,0.9997361754917234,"Seeking Roles In Machine Learning, Natural Language Processing, Deep Learning. Previously worked as a Data Processing intern. Having good knowledge in using Python Libraries and different data processing tools.","GenAI Senior Developer - Senior Solution Specialist - USDC

Are you an experienced, passionate pioneer in technology - a solutions builder, a roll-up-your-sleeves technologist who wants a daily collaborative environment, think-tank feel and share new ideas with your colleagues - without the extensive demands of travel? If so, consider an opportunity with our US Delivery Center - we are breaking the mold of a typical Delivery Center.

Our US Delivery Centers have been growing since 2014 with significant, continued growth on the horizon. Interested? Read more about our opportunity below ...

Work you'll do

The Generative AI Engineer will, as part of several client delivery teams, be responsible for developing, designing, and maintaining cutting-edge AI-based systems, ensuring smooth and engaging user experiences. Additionally, the Generative AI Engineer will participate in a wide variety of Natural Language Processing activities, including refining and optimizing prompts to improve the outcome of Large Language Models (LLMs), and code and design review. The kinds of activities performed by the Prompt Engineer will also include, but not be limited to:

Working across client teams to develop and architect Generative AI solutions using ML and GenAIDeveloping and promoting standards across the communityEvaluating and selecting appropriate AI tools and machine learning models for tasks, as well as building and training working versions of those models using Python and other open-source technologiesWorking with leadership and stakeholders to identify AI opportunities and promote strategy.Developing and conducting trainings for users across the Government & Public Services landscape on principles used to develop models and how to interact with models to facilitate their business processes.Building and prioritizing backlog for future machine-learning enabled features to support client business processes.You'll design and build generative models, selecting the most suitable architecture (e.g., GANs, VAEs) based on the desired output (text, images, code). This involves writing code using Python libraries like TensorFlow or PyTorch.Once your model is built, you'll train it on the prepared data, fine-tuning hyperparameters to achieve optimal performance. You'll then evaluate the model's outputs to assess its effectiveness and identify areas for improvement.You'll collaborate with other engineers to integrate your generative AI solution into existing systems or develop new applications. This might involve deploying the model on cloud platforms for scalability.The field of generative AI is rapidly evolving. Staying abreast of the latest research, advancements, and ethical considerations in AI development is an ongoing process.

The TeamArtificial Intelligence & Data Engineering

In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.

The Artificial Intelligence & Data Engineering team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.

Artificial Intelligence & Data Engineering will work with our clients to:

Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platformsLeverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actionsDrive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements

Qualifications

Required:

6+ years of experience programming in Python or R.Knowledge of Python libraries like Pandas, Scikit-Learn, Numpy, NLTK is required5+ years of experience with Natural Language Processing (NLP) and Large Language Models (LLM) 5+ years of experience building and maintaining scalable API solutionsExperience working with RAG technologies and LLM frameworks (Langchain, Claude and LLamaIndex), LLM model registries (Hugging Face), LLM APIs, embedding models, and vector databases (FAISS , Milvus , OpenSearch, Pinecone etc.)Experience working with Retrieval Augmented Thoughts (RAT) and chain of thoughts.Experience building scalable data models and performing complex relational databases queries using SQL (Oracle, MySQL, PostGres), etc.Experience working with cloud computing platforms (e.g., AWS, Azure, Google Cloud) and containerization technologies (e.g., Docker, Kubernetes).Utilize tools such as Docker, Kubernetes, and Git to build and manage AI pipelinesExperience driving DevOps and MLOps practices, covering continuous integration, deployment, and monitoring of AIExperience with machine learning libraries and services like TensorFlow, PyTorch, or Amazon SageMaker.Experience integrating GenAI solution on cloud platform (e.g., AWS, Azure, Google Cloud) 5+ years of experience designing solutions to address client requirements3+ years of experience with the design and implementation (building, containerizing, and deploying end to end automated data and ML pipelines) of automated cloud solutions5+ years of experience in developing algorithms using data science technologies to build analytical models5+ years of data extraction/manipulation experience using scripts specific to AI/ML5+ years of modeling experience using a variety of regression and supervised and unsupervised learning techniques.5+ years of experience in data wrangling/cleansing, statistical modeling, and programming5+ years of extensive experience working in an Agile development environment5+ years of experience for fluency in both structured and unstructured data (SQL, NOSQL)5+ years of production experience with Apache Spark5+ years of hands-on experience with web APIs, CI/CD for ML, and Serverless Deployment3+ years of experience with presentation and data analysis software such as: SAS, R, SPSS, MATLAB, QlikView, Excel and Access1+ years of experience to have familiarity with Linux OS and Windows servers1+ years of experience to have knowledge of Docker, Jenkins, Kubernetes, and other DevOps toolsMust be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the futureMust live in a commutable distance (approximately 100-mile radius) to one of the following Delivery locations: Atlanta, GA; Charlotte, NC; Dallas, TX; Gilbert, AZ; Houston, TX; Lake Mary, FL; Mechanicsburg, PA; Philadelphia, PA; with the ability to commute to assigned location for the day, without the need for overnight accommodationsExpectation to co-locate in your designated Delivery location up to 30% of the time based on business needs. This may include a maximum of 10% overnight client/project travelBachelor's degree, preferably in Computer Sciences, Information Technology, Computer Engineering, or related IT discipline; or equivalent experience

Preferred:

Previous Government Consulting and/or professional services experienceIn depth understanding of AI protocols and standardsUnderstanding of technology risks and the ability to assess and mitigate themDeep knowledge of a specific domain or industry, with a focus on applying NLP/LLM solutions in that contextExperience with debugging and troubleshooting software or solutions design issuesProven ability to stay current with best practices and new technology solutions in the fieldAbility to display both breadth and depth of knowledge regarding functional and technical issuesExperience presenting to clients or other decision makers to present and sell ideas to various audiences (technical and non-technical)Certification from any of the three major cloud platforms (AWS / Azure / GCP) in Cloud Architecture / Engineering / DevOps / ML.Familiarity with Kubeflow or MLflowExperience with machine learning pipelines (Azure ML)Familiarity with the latest Natural Language Processing or Computer Vision related algorithms

Information for applicants with a need for accommodation: https://www2.deloitte.com/us/en/pages/careers/articles/join-deloitte-assistance-for-disabled-applicants.html"
41,84381,0.9753227185285103,"strong willingness to exhibit my proficiency in Analytical tools, Statistics and Computing Methodologies in the professional environment.","Are you a master at transforming resume narratives into compelling LinkedIn profiles? Do you excel in ATS knowledge, page optimization, and professional branding, with a passion for helping professionals stand out on LinkedIn? Join Career Studios as a LinkedIn Designer and play a pivotal role in optimizing LinkedIn profiles to increase page traffic, engagement, and present a captivating aesthetic.
ABOUT USAt Career Studios, we believe in the power of professional storytelling to transform resumes into powerful career narratives. Our 360-degree approach focuses on providing personalized career support to each client, empowering them to achieve their professional goals.
ABOUT YOUIn this crucial role, you'll collaborate closely with a team consisting of a resume writer, career coach, career strategist, and administrative assistant. Your primary focus will be crafting ATS-optimized, visually striking, and narrative-rich LinkedIn profiles that elevate our clients' professional brand. As a LinkedIn Designer, you're not just a writer; you're an architect, sculpting a client's career journey, expertise, talents, and unique greatness into a captivating digital narrative. Your creative touch will extend to designing visually stunning LinkedIn banners that leave a lasting impression.
ABOUT THE ROLE100% Remote with availability Monday-Friday, 8 am-5 pm EST3-5 Clients per weekCompensation: $60/client
WHAT YOU WILL BE RESPONSIBLE FOR 1. Produce: an optimized LinkedIn profile in alignment with a career strategy and resume, provide up to 2 draft revisions, 4 brand-aligned banners 2. Collaborate on Client Intake Calls – join calls to welcome clients and ask clarifying questions (15 minutes)
SOUNDS LIKE YOUWe invite you to apply and eagerly await your application. To maintain fairness in our selection process, please apply and submit your 
REQUIRED EXPERIENCELinkedIn OptimizationPortfolio of past workATS knowledgeCanvaCollaborationMeticulous attention to detailSEO Knowledge

DESIREDAsana (familiarity)Google Workspace (familiarity)
"
